annee;numCommune;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbCinemasAE;RME;indiceFrequentation;populationCommune
1980;90010;;9;3380;;;400719;890203,6262;;;2,221515891;7,825625903;1536
1981;90010;;13;3249;;;459583;1187756,972;;;2,584423209;8,97517869;1516
1982;90010;;13;3249;;;508555;1490550,905;;;2,930953201;9,93155099;249712
1983;90010;;13;3249;;;493294;1568995,376;;;3,180649625;9,633519509;249712
1984;90010;;13;3249;;;443952;1471933,526;;;3,315524034;8,669921494;249712
1985;90010;;13;3249;;;374724;1326170,313;;;3,539058915;7,31797055;2556
1986;90010;;12;2909;;;345409;1410688,065;;;4,084109172;6,890952618;3239
1987;90010;;11;1983;;;292281;1226680,397;;;4,196921445;5,831042394;4599
1988;90010;;11;1983;;;265423;1134191,218;;;4,273145953;5,295221945;139163
1989;90010;;11;1983;;;266615;1165297,733;;;4,370713324;5,319002494;12370
1990;90010;;10;1575;;;268970;1204703,753;;;4,478952126;5,365985037;17093
1991;90010;;10;1575;;;255541;1209224,483;;;4,732017495;5,098074813;22119
1992;90010;2;10;1435;;10462;259905;1241253,771;17,2598133;;4,775797969;5,185137157;9790
1993;90010;2;10;1435;;10702;305153;1442073,185;19,89931431;;4,725738186;6,087840399;106260
1994;90010;2;10;1435;;9139;256259;1194956,682;19,81465731;;4,66308181;5,112399002;75961
1995;90010;2;10;1435;;11727;289363;1362343,263;17,04173285;;4,708076925;5,739393459;6708
1996;90010;2;10;1435;;11462;289453;1368911,682;17,27356763;;4,729305558;5,741178571;74285
1997;90010;2;10;1435;;11541;321438;1497984,319;18,97820303;;4,660258958;6,375587599;5502
1998;90010;2;10;1397;;11768;370190;1744923,524;22,3242042;;4,713589033;7,342563024;45996
1999;90010;2;10;1397;;11663;310094;1469310,031;18,63173934;;4,738273011;6,150584128;7920
2000;90010;2;10;1397;;12315;290691;1379623,512;16,83921556;;4,746013849;5,76573378;4236
2001;90010;2;10;1397;;12284;328936;1595845,917;19,09516584;;4,851539256;6,524307277;3249
2002;90010;3;24;4375;1;13540;342453;1763236,55;16,5602154;2;5,148842469;6,79241129;28699
2003;90010;1;14;2978;1;24121;517430;2884080,98;10,25136173;1;5,573857295;10,30757585;9917
2004;90010;1;14;2973;1;23432;617531;3740613,24;12,54686297;1;6,057369169;12,3016594;4659
2005;90010;1;14;2973;1;23378;497846;3091539,68;10,22697766;1;6,209831313;9,917448555;10969
2006;90010;1;14;2973;1;24004;504093;3194108,43;10,10202566;1;6,336347519;10,06133488;444
2007;90010;1;14;2973;1;23189;427055;2680688,08;8,770108583;1;6,277149501;8,507749621;13886
2008;90010;1;14;2973;1;25061;476693;2952043,83;9,095908384;1;6,192756827;9,626466609;2120
2009;90010;1;14;2973;1;23417;451665;2919288,09;9,297197224;1;6,463392315;9,121044448;6841
2010;90010;1;14;2973;1;23365;499569;3132757,36;10,23365356;1;6,270920253;10,0884307;45268
2011;90010;1;14;2973;1;23452;530040;3084496,06;10,84853497;1;5,819364689;10,70377027;45268
2012;90010;1;14;2973;1;22774;504547;3087020,69;10,69142382;1;6,118400645;10,18895777;45390
2013;90010;1;14;2973;1;23645;484481;3090583,05;9,905075196;1;6,379162547;9,783739575;59697
2014;90010;1;14;2973;1;24484;497742;3272242,25;9,770866312;1;6,574173467;10,05153577;59697
2015;90010;1;14;2973;1;23872;487437;3276526,7;9,872101784;1;6,721949093;9,843433833;7916
2016;90010;1;14;2973;1;23666;493492;3363126,54;10,03380644;1;6,814956555;9,965710131;6701
2017;90010;1;14;2973;1;25845;481801;3342276,43;8,865366134;1;6,937047515;9,729618934;4966
2018;90010;1;14;2973;1;25434;468169;3217835,99;8,722688092;1;6,873235925;9,454330661;47847
2019;90010;1;14;2973;1;24575;486372;3459165;9,377300959;1;7,112179566;9,821926937;38875
2020;90010;1;14;2973;1;11642;153048;1105211,07;6,202892559;1;7,221336247;3,090692461;13834
1960;25056;;13;7449;;;869148;284818,6695;;;0,3276987;9,087513854;9561
1961;25056;;14;8119;;;870536;296169,7184;;;0,34021536;9,102026306;11745
1962;25056;;14;8116;;;807156;327537,9331;;;0,405792602;8,439346731;2237
1963;25056;;16;8734;;;758365;331834,7087;;;0,437565959;7,929204743;891
1964;25056;;16;8784;;;765728;353546,1928;;;0,461712505;8,006189749;3725
1965;25056;;15;8430;;;795352;395904,9145;;;0,497773205;8,315928149;383
1966;25056;;15;8382;;;721618;393878,1048;;;0,54582633;6,373591238;7105
1967;25056;;15;8257;;;663106;365022,8597;;;0,550474373;5,856792086;19169
1968;25056;;14;7853;;;645650;363829,3364;;;0,563508614;5,702614379;43846
1969;25056;;14;7855;;;610037;383916,7811;;;0,6293336;5,388067479;1706
1970;25056;;14;7744;;;668728;457290,798;;;0,68382182;5,906447624;141398
1971;25056;;13;7274;;;611660;445047,1601;;;0,727605467;5,083821635;141398
1972;25056;;14;6864;;;701198;582775,3953;;;0,831113887;5,828018119;141398
1973;25056;;14;6864;;;654728;632209,7333;;;0,965606684;5,441781989;848
1974;25056;;14;6864;;;674131;747640,1654;;;1,10904285;5,603050326;60435
1975;25056;;14;6864;;;673949;891846,4168;;;1,3233144;5,60153763;17538
1976;25056;;16;5981;;;677580;1040613,79;;;1,535779967;5,631716744;7412
1977;25056;;15;5020;;;679723;1129774,818;;;1,662110621;5,649528321;3259
1978;25056;;15;4421;;;724804;1303953,918;;;1,79904349;6,398170952;2254
1979;25056;;15;4876;;;708523;1378124,786;;;1,945067112;6,254451242;83136
1980;25056;;15;4615;;;699572;1484896,876;;;2,122579057;6,175436738;41733
1981;25056;;16;4618;;;687492;1752599,942;;;2,549265943;6,068801144;4589
1982;25056;;20;5302;;;949090;2653677,451;;;2,796022981;8,378044367;710
1983;25056;;20;5335;;;897057;2712431,76;;;3,023700568;7,918725669;8622
1984;25056;;21;5203;;;839437;2649118,768;;;3,155827976;7,41008801;5521
1985;25056;;21;4503;;;754304;2506074,331;;;3,322366488;6,658580723;3600
1986;25056;;19;3904;;;759510;2952557,104;;;3,88744994;6,672435605;29965
1987;25056;;20;3973;;;623594;2611471,054;;;4,187774504;5,478388446;16246
1988;25056;;18;3624;;;581298;2576134,237;;;4,431692931;5,106810275;11003
1989;25056;;16;3365;;;547014;2537610,853;;;4,639023595;4,805619004;9286
1990;25056;;16;3184;;;544945;2640165,758;;;4,844829768;4,787442457;23373
1991;25056;;16;3184;;;541805;2775280,697;;;5,122286979;4,759856977;5541
1992;25056;5;15;2835;;18777;543009;2844328,973;17,45068095;;5,238088085;4,77043434;1703
1993;25056;5;15;2835;;19040;633559;3279956,918;20,13387862;;5,177034685;5,565932811;14208
1994;25056;5;15;2835;;18540;559561;2954764,565;18,18118311;;5,280504834;4,915846716;10783
1995;25056;5;15;2835;;19195;596613;3140234,802;18,581033;;5,263436771;5,067508685;5716
1996;25056;5;15;2835;;19003;606268;3131183,904;18,87916077;;5,164686086;5,149516278;40278
1997;25056;5;15;2835;;19014;649929;3230853,547;20,11134859;;4,971086914;5,520363874;2856
1998;25056;5;15;2835;;19609;719315;3598815,319;21,8978691;;5,003114517;6,109714354;88876
1999;25056;5;15;2835;;20975;630480;3080955,307;17,67911432;;4,886682062;5,35516805;1383
2000;25056;5;15;2835;;21173;418026;1955187,154;12,07785048;;4,677190304;3,550627267;8968
2001;25056;5;15;2835;;21096;413570;1988862,151;12,06942289;;4,809009723;3,512778915;49426
2002;25056;5;15;2835;;20037;372608;1888017,37;11,40247771;1;5,067033907;3,164856073;7280
2003;25056;5;17;3355;1;20531;349127;1858974,98;9,115004393;1;5,324638255;2,974027191;6996
2004;25056;5;17;3356;1;19829;486421;2827105,49;14,91384895;1;5,812054763;4,143561742;4069
2005;25056;4;13;2359;1;18951;435056;2535502,04;14,90984475;1;5,827990052;3,706010631;7367
2006;25056;3;12;2119;1;19561;482891;2843916,04;15,93765419;1;5,889353995;4,150223888;9826
2007;25056;3;12;2119;1;18641;419886;2417861,7;14,44321758;1;5,758376559;3,590242151;6181
2008;25056;3;12;2119;1;19645;475638;2761725,9;15,44006513;1;5,80636093;4,076571017;534
2009;25056;3;12;2119;1;19527;494111;3008421,78;16,23682697;2;6,088554556;4,234898351;21639
2010;25056;3;12;2119;1;18839;500860;3151875,21;17,1595389;2;6,292926586;4,292742295;3855
2011;25056;3;12;2119;1;19439;519112;3148491,72;16,95471488;2;6,065149178;4,449175495;1182
2012;25056;3;12;2119;1;19573;462522;2833858,85;15,18412128;2;6,126970933;3,964157153;15831
2013;25056;3;12;2119;1;19246;416832;2648130,56;13,86235025;2;6,352992477;3,572559909;20235
2014;25056;3;12;2119;1;19659;424184;2689255,36;13,80132949;2;6,339832148;3,635572011;4047
2015;25056;3;12;2093;1;19239;383531;2482634,93;12,8236069;2;6,473101079;3,2871456;666
2016;25056;3;12;2119;1;19577;384891;2476487,68;12,53281842;2;6,434257179;3,29880181;34920
2017;25056;3;12;2093;1;19752;344246;2281865,47;11,26770245;2;6,628589642;2,950443964;5917
2018;25056;3;12;2093;1;19715;320772;2055767,25;10,59586461;2;6,408811399;2,749254345;7027
2019;25056;3;12;2093;1;18969;342105;2248500,52;11,69560555;2;6,572545037;2,932094004;6415
2020;25056;3;12;2093;1;10471;119690;752776,32;7,411856866;2;6,289383574;1,025832219;11867
1960;34032;;10;6692;;;1044665;291965,7843;;;0,27948269;14,20771679;2154
1961;34032;;10;6692;;;1012114;296025,3492;;;0,29248222;13,76501469;13175
1962;34032;;10;6680;;;873346;292430,7538;;;0,334839518;11,87773365;12461
1963;34032;;10;6674;;;818803;305104,9078;;;0,372623095;11,13593461;4679
1964;34032;;10;6674;;;705082;279341,7861;;;0,396183403;9,589299315;14685
1965;34032;;9;6224;;;643463;291383,2766;;;0,452836102;8,751264824;172366
1966;34032;;8;5794;;;569449;282969,9203;;;0,496918811;7,075570632;30736
1967;34032;;8;5794;;;511909;285721,1677;;;0,558148358;6,360619277;2887
1968;34032;;8;5794;;;527130;289755,7309;;;0,549685525;6,54974466;6471
1969;34032;;7;5472;;;459526;280473,5676;;;0,610354077;5,709745157;19483
1970;34032;;7;5498;;;481341;313274,9555;;;0,650837879;5,980802922;3899
1971;34032;;7;5498;;;483453;348649,2255;;;0,721164675;5,753406562;8307
1972;34032;;7;5498;;;521324;410595,9689;;;0,787602276;6,204096205;451
1973;34032;;8;5228;;;492805;430748,6619;;;0,874075267;5,864701472;10093
1974;34032;;8;5228;;;493387;494290,327;;;1,001830869;5,871627652;1410
1975;34032;;8;5228;;;488138;575861,9849;;;1,179711444;5,809161123;734
1976;34032;;8;5228;;;462932;622905,1599;;;1,345565137;5,509193255;109
1977;34032;;8;4873;;;417549;638255,2515;;;1,528575692;4,969105904;22095
1978;34032;;8;4873;;;421494;717361,8088;;;1,701950227;5,49915848;1179
1979;34032;;13;5126;;;417500;817439,8627;;;1,957939791;5,447049461;16298
1980;34032;;15;4967;;;503614;1127778,498;;;2,239370823;6,570563753;3710
1981;34032;;17;4915;;;595086;1506626,959;;;2,531780211;7,763982935;7290
1982;34032;;18;4997;;;670830;1896304,331;;;2,826803111;8,752201652;4373
1983;34032;;18;3448;;;585101;1794613,671;;;3,067186129;7,633710387;24866
1984;34032;;18;3445;;;540830;1742731,917;;;3,222328489;7,056114395;7370
1985;34032;;18;3445;;;448206;1490162,617;;;3,324727062;5,847665271;232741
1986;34032;;18;3448;;;429510;1693925,623;;;3,943856076;6,049777452;2394
1987;34032;;18;3448;;;304841;1292406,089;;;4,239607169;4,293777114;6299
1988;34032;;18;3448;;;265515;1173847,524;;;4,4210215;3,739858584;4159
1989;34032;;18;3448;;;220395;1038881,116;;;4,713723613;3,104329821;21724
1990;34032;;17;2246;;;258006;1307027,653;;;5,065880843;3,634092062;17459
1991;34032;;14;2671;;;227268;1188731,133;;;5,230525781;3,201138092;57567
1992;34032;4;13;2308;;11572;240328;1287671,905;13,57530678;;5,357977037;3,385092118;13946
1993;34032;3;12;1799;;12440;268568;1474003,784;14,4952739;;5,488382025;3,782861006;3876
1994;34032;3;12;1799;;13203;243747;1389351,589;12,45502722;;5,699974107;3,433249761;6363
1995;34032;3;12;1799;;12957;256057;1475192,124;13,14669524;;5,76118647;3,702760545;513275
1996;34032;4;13;2308;;12762;243386;1381024,823;12,02329512;;5,674216361;3,51952916;513275
1997;34032;2;11;1750;;12452;259725;1513206,049;13,21350914;;5,826185575;3,755802351;513275
1998;34032;2;11;1728;;12055;285690;1759001,428;15,37306686;;6,157028347;4,131274131;33236
1999;34032;2;11;1728;;13190;243376;1376046,296;11,86663975;;5,653993392;3,519384553;22360
2000;34032;2;11;1728;;12164;257687;1317166,369;13,47568319;;5,111497162;3,726331468;1809
2001;34032;2;11;1750;;12316;257943;1411551,672;13,22175059;;5,472339516;3,730033404;17949
2002;34032;2;11;1750;;13235;226502;1220895,74;10,8264603;1;5,390220572;3,275374893;11023
2003;34032;2;11;1750;;13273;192929;1103713,56;9,197475246;;5,720827662;2,718956551;861635
2004;34032;2;11;1750;;5601;64186;368018,62;6,969307727;;5,733627582;0,904576011;861635
2005;34032;1;5;655;;2434;13275;74153,6;4,141745992;;5,585958569;0,187085136;554
2006;34032;1;5;655;;1283;10569;59911,3;6,258771696;;5,668587378;0,144840345;49403
2007;34032;1;5;655;;5350;33774;172506,48;4,842636537;;5,10767099;0,451457673;3826
2008;34032;1;5;655;;4964;33509;172310,74;5,169586313;1;5,142222686;0,440913696;1316
2009;34032;1;5;655;;5054;27759;141451,74;4,230284503;1;5,095707338;0,365254806;2937
2010;34032;2;14;2117;1;9202;68980;441046,1;5,27330118;1;6,393825747;0,907643522;70127
2011;34032;2;14;2117;1;18426;187478;1230769,7;6,451504117;1;6,564875345;2,466848248;3087
2012;34032;1;9;1462;1;15417;213564;1382547;8,65671787;;6,473689386;2,810089606;45317
2013;34032;1;9;1462;1;15463;228307;1450601,1;9,171040486;;6,353730284;3,004079001;45317
2014;34032;1;9;1462;1;15667;265510;1623623,5;10,59472686;;6,115112425;3,4935986;6927
2015;34032;1;9;1462;1;15523;280603;1723863,25;11,27594424;;6,143424162;3,692193318;5325
2016;34032;1;9;1462;1;15274;293602;1803003,6;12,00070794;;6,140978604;3,863235043;9574
2017;34032;1;9;1462;1;15368;304912;1900933,7;12,35557032;;6,234368277;4,01205279;19847
2018;34032;1;9;1462;1;15889;299992;1887758;11,75074747;;6,292694472;3,947315096;17630
2019;34032;1;9;1462;1;16042;322798;2095105,6;12,78766988;1;6,490454092;4,247397992;1945
2020;34032;1;9;1462;1;8427;85452;541642,8;6,370283342;1;6,338562;1,124383216;3161
1960;93008;;;;;;;;;;;;9719
1961;93008;;;;;;;;;;;;4473
1962;93008;;;;;;;;;;;;4298
1963;93008;;;;;;;;;;;;30629
1964;93008;;;;;;;;;;;;38397
1965;93008;;;;;;;;;;;;510
1966;93008;;;;;;;;;;;;1593
1967;93008;;;;;;;;;;;;2199
1968;93008;;;;;;;;;;;;4112
1969;93008;;;;;;;;;;;;2591
1970;93008;;;;;;;;;;;;21258
1971;93008;;;;;;;;;;;;1908
1972;93008;;;;;;;;;;;;277639
1973;93008;;;;;;;;;;;;277639
1974;93008;;;;;;;;;;;;695
1975;93008;;;;;;;;;;;;14830
1976;93008;;;;;;;;;;;;6849
1977;93008;;;;;;;;;;;;6849
1978;93008;;;;;;;;;;;;110370
1979;93008;;;;;;;;;;;;1951
1980;93008;;;;;;;;;;;;32048
1981;93008;;;;;;;;;;;;25264
1982;93008;;;;;;;;;;;;5926
1983;93008;;;;;;;;;;;;4988
1984;93008;;;;;;;;;;;;105162
1985;93008;;;;;;;;;;;;8593
1986;93008;;;;;;;;;;;;4099
1987;93008;;;;;;;;;;;;3750
1988;93008;;;;;;;;;;;;60910
1989;93008;;;;;;;;;;;;1689
1990;93008;;;;;;;;;;;;7376
1991;93008;;;;;;;;;;;;342522
1992;93008;;;;;;;;;;;;58952
1993;93008;;;;;;;;;;;;4045
1994;93008;;;;;;;;;;;;29561
1995;93008;;;;;;;;;;;;114644
1996;93008;1;2;445;;1732;45426;150303,4498;11,85685947;;3,308753792;1,030558769;114644
1997;93008;1;2;445;;1776;44897;148468,1161;11,28320474;;3,306860504;1,01855759;16530
1998;93008;1;2;445;;1611;44151;148750,909;12,2213918;;3,3691402;1,001633431;15317
1999;93008;1;2;445;;1920;48105;150590,9686;11,15607607;;3,130463956;1,09133601;77215
2000;93008;1;2;445;;1840;46385;128452,4748;11,31617468;;2,769267539;1,052315161;77215
2001;93008;1;2;448;;1887;51091;137769,5489;11,89800842;;2,696552209;1,159078019;6622
2002;93008;1;2;448;;1814;50512;133690,17;12,5736817;1;2,64670118;1,145942512;952
2003;93008;1;2;448;;1774;42528;115371,9;10,50260787;1;2,712845655;0,876811744;4729
2004;93008;1;2;456;;1896;46817;139942,6;10,81204042;1;2,989140697;0,965239264;6442
2005;93008;1;2;456;;1915;44879;131745,9;10,20998271;1;2,935580115;0,925282972;10257
2006;93008;1;2;456;;1927;51240;152696,4;11,54116439;1;2,980023419;1,056581986;20102
2007;93008;1;2;456;;1865;43386;133360;10,1161164;1;3,073802609;0,871169833;13436
2008;93008;1;2;456;;2248;43870;129649;8,487725978;1;2,955299749;0,848286797;2402
2009;93008;1;2;456;;2227;43604;131836;8,568351883;1;3,023484084;0,843143321;3574
2010;93008;1;2;456;;2182;43983;128918,5;8,771058677;1;2,931098379;0,850471808;14117
2011;93008;1;2;456;;2200;45763;135017,8;9,108152217;1;2,950370387;0,884890556;1213
2012;93008;1;2;456;;2181;46857;140329,4;9,35179863;1;2,994843887;0,906044551;3806
2013;93008;1;2;456;;2307;44459;129827;8,422562214;1;2,92015115;0,859675922;11683
2014;93008;1;2;456;;2164;37635;111808,1;7,622247606;1;2,970854258;0,727724495;3578
2015;93008;1;2;443;;2262;38370;114952,3;7,665705706;1;2,995890018;0,741936731;4177
2016;93008;1;2;456;;2222;37006;110679,66;7,302816457;1;2,990857158;0,715561915;45146
2017;93008;1;2;443;;2278;36901;108515,55;7,336503783;1;2,940721119;0,713531596;45146
2018;93008;1;2;443;;2590;37544;110793,97;6,558419439;1;2,951043309;0,725964885;18909
2019;93008;2;3;443;;1467;25041;73444,91;9,084510874;1;2,932986302;0,484202181;5397
2020;93008;1;1;400;;437;4922;13080,9;2,815789474;1;2,657639171;0,095173641;7585
1960;93010;;;;;;;;;;;;7741
1961;93010;;;;;;;;;;;;215366
1962;93010;;;;;;;;;;;;4173
1963;93010;;;;;;;;;;;;13990
1964;93010;;;;;;;;;;;;3354
1965;93010;;;;;;;;;;;;746
1966;93010;;;;;;;;;;;;18393
1967;93010;;;;;;;;;;;;5972
1968;93010;;;;;;;;;;;;2258
1969;93010;;;;;;;;;;;;13940
1970;93010;;;;;;;;;;;;12496
1971;93010;;;;;;;;;;;;16050
1972;93010;;;;;;;;;;;;1003
1973;93010;;;;;;;;;;;;44836
1974;93010;;;;;;;;;;;;16259
1975;93010;;;;;;;;;;;;4209
1976;93010;;;;;;;;;;;;4625
1977;93010;;;;;;;;;;;;5756
1978;93010;;;;;;;;;;;;2621
1979;93010;;;;;;;;;;;;3127
1980;93010;;;;;;;;;;;;277270
1981;93010;;;;;;;;;;;;26264
1982;93010;;;;;;;;;;;;6750
1983;93010;;;;;;;;;;;;8236
1984;93010;;;;;;;;;;;;2418
1985;93010;;;;;;;;;;;;2021
1986;93010;;;;;;;;;;;;13492
1987;93010;;;;;;;;;;;;3281
1988;93010;;;;;;;;;;;;12103
1989;93010;;;;;;;;;;;;25182
1990;93010;;;;;;;;;;;;18356
1991;93010;;;;;;;;;;;;6630
1992;93010;1;1;324;;540;31390;112170,9197;17,94124371;;3,573460329;0,672508355;35857
1993;93010;1;1;324;;560;34412;125560,0596;18,96604938;;3,648728919;0,737252549;2342
1994;93010;1;1;324;;584;32281;118207,7484;17,06039658;;3,661836634;0,691597395;1240
1995;93010;1;1;324;;603;34814;132044,0212;17,81933952;;3,792842568;0,743475847;2384
1996;93010;1;1;324;;600;32725;127594,9491;16,83384774;;3,899005319;0,698863879;1556
1997;93010;1;1;324;;674;32625;124694,3016;14,93982855;;3,822047559;0,696728313;2269
1998;93010;1;1;324;;654;36403;143171,5798;17,17965417;;3,932961015;0,777409986;2732
1999;93010;1;1;324;;706;24628;94972,07896;10,7666212;;3,856264372;0,525947123;45786
2000;93010;1;1;324;;722;29072;108850,4277;12,42775555;;3,744167161;0,620851664;2884
2001;93010;1;1;324;;715;24864;93637,84516;10,73297073;;3,766000851;0,530987058;756
2002;93010;1;1;324;;753;22553;81943,37;9,244093585;;3,633368953;0,481634135;7106
2003;93010;1;1;324;;584;18176;65329,8;9,605952985;1;3,594289173;0,340068852;7809
2004;93010;1;1;324;;656;25989;87621,85;12,22758582;1;3,371497557;0,486248316;1580
2005;93010;1;1;324;;706;24280;87781,2;10,61448606;1;3,615370675;0,454273312;1589
2006;93010;1;1;324;;712;28617;99431,7;12,40506658;1;3,474567565;0,542122113;14085
2007;93010;1;1;324;;699;25201;89340,4;11,12744838;1;3,545113289;0,476704814;1136
2008;93010;1;1;324;;681;22770;81894,4;10,31979116;1;3,596592007;0,426093303;921
2009;93010;1;1;324;;687;23974;79351,1;10,77057164;1;3,309881538;0,448623664;45719
2010;93010;1;1;324;;635;20723;71568,5;10,0724215;1;3,45357815;0,387787945;45719
2011;93010;1;1;324;;678;23185;84859,6;10,55437197;1;3,660107828;0,433859167;3181
2012;93010;1;1;324;;635;18772;67382;9,124137261;1;3,589494993;0,351279028;1670
2013;93010;1;1;324;;684;18443;64853,9;8,322052559;1;3,516450686;0,345122476;30547
2014;93010;1;1;324;;652;16538;56927,3;7,828713171;1;3,442211876;0,309474354;14343
2015;93010;1;1;324;;665;18442;58781,6;8,559361366;1;3,18737664;0,345103763;24498
2016;93010;1;1;324;;743;22450;70849,3;9,325723211;1;3,155870824;0,420105167;2241
2017;93010;1;1;324;;880;25273;79318,6;8,863987093;1;3,138471887;0,472931754;8969
2018;93010;1;1;324;;1039;25250;80241,2;7,500683231;1;3,177869307;0,472501357;15745
2019;93010;1;1;324;;1198;33578;110506,5;8,650734764;1;3,291038775;0,628342596;5090
2020;93010;1;1;324;;654;12659;40210,8;5,974157134;1;3,176459436;0,236886918;9775
1960;33063;;42;28802;;;4544644;1382461,655;;;0,304195808;16,32397639;4305
1961;33063;;41;27229;;;4209863;1355209,259;;;0,321912912;15,12147139;4209
1962;33063;;41;27071;;;3857380;1370751,436;;;0,355358154;13,85538231;3935
1963;33063;;41;26964;;;3552462;1475171,696;;;0,415253336;12,76014267;6813
1964;33063;;39;26039;;;3349632;1530843,79;;;0,457018499;12,03159449;7363
1965;33063;;33;22263;;;3095339;1674963,298;;;0,541124348;11,11819557;10639
1966;33063;;30;20973;;;2541260;1558542,709;;;0,613295259;9,529891773;3231
1967;33063;;28;19230;;;2253783;1527322,98;;;0,677670823;8,451834157;26077
1968;33063;;27;18532;;;2089648;1481123,305;;;0,708790813;7,836317136;5930
1969;33063;;26;17446;;;1988518;1559054,481;;;0,784028347;7,457072999;13734
1970;33063;;25;16330;;;2060661;1692108,934;;;0,821148619;7,727613983;6173
1971;33063;;28;16874;;;1994368;1781887,99;;;0,893459978;8,938103625;26110
1972;33063;;32;16094;;;2093412;2101650,87;;;1,003935618;9,381986367;7898
1973;33063;;38;16162;;;2151439;2585878,8;;;1,201929871;9,64204436;6150
1974;33063;;36;15048;;;2389252;3387681,815;;;1,417883846;10,70784427;4584
1975;33063;;34;14232;;;2346656;3794097,022;;;1,616810057;10,51694296;3942
1976;33063;;35;12842;;;2361421;4265868,494;;;1,806483678;10,58311485;16021
1977;33063;;34;12092;;;2333595;4458149,848;;;1,910421409;10,45840784;471941
1978;33063;;34;11764;;;2543435;5289160,57;;;2,079534397;12,21871262;96809
1979;33063;;34;11764;;;2601693;5829951,201;;;2,240829799;12,49858522;1201
1980;33063;;33;10728;;;2621797;6210515,476;;;2,368801046;12,59516523;136252
1981;33063;;32;9479;;;2805473;7543061,969;;;2,688695264;13,47754841;8411
1982;33063;;31;9134;;;2956122;8832758,245;;;2,987954572;14,20126922;4935
1983;33063;;31;9155;;;2829996;9110706,647;;;3,219335521;13,5953574;60928
1984;33063;;43;9701;;;2760567;9200723,675;;;3,332910839;13,26181909;4460
1985;33063;;43;9690;;;2702780;9380650,408;;;3,470741388;12,98420919;7042
1986;33063;;51;10398;;;2645402;10864603,91;;;4,106976524;12,57702913;2177
1987;33063;;50;9921;;;2191264;9460467,146;;;4,317356168;10,4179218;9674
1988;33063;;46;9254;;;2063857;9438989,141;;;4,573470517;9,812190971;13579
1989;33063;;42;8208;;;1921626;9356822,847;;;4,869221611;9,135982428;13269
1990;33063;;42;8208;;;1803856;9151869,357;;;5,073503294;8,576068766;5277
1991;33063;;42;8208;;;1843084;9910035,67;;;5,376876838;8,762570364;62479
1992;33063;6;40;7670;;64260;1921704;10505954,05;15,6992944;;5,466999105;9,136353263;53200
1993;33063;6;40;7670;;64878;2077775;11377434,8;16,79017156;;5,475778081;9,878361289;462
1994;33063;6;39;7549;;63929;1962435;10625124,82;16,02639146;;5,414255666;9,330000571;16716
1995;33063;6;39;7549;;64226;2014840;10539970;16,43209986;;5,23116972;9,355553182;1894
1996;33063;5;38;7289;3;61268;1993346;10437813,3;16,6754519;;5,236327914;9,255749595;23124
1997;33063;4;40;7415;3;61684;2052583;10918621,04;17,26940409;;5,319454092;9,530806127;29162
1998;33063;4;40;7415;3;71332;1912640;10120682,3;14,73783749;;5,291472677;8,881005558;760
1999;33063;6;62;10977;4;82961;1883855;9391400,351;12,50787861;;4,9852034;8,747347502;4460
2000;33063;6;62;10986;4;107030;2496551;11501044,73;13,27059577;;4,606773398;11,59229301;61920
2001;33063;6;62;10986;4;106107;2631488;12875854,06;14,15093239;;4,892993644;12,21884911;24433
2002;33063;6;62;10986;4;95772;2431989;12088594,15;15,00028403;2;4,970661524;11,29251078;9552
2003;33063;5;52;8780;3;90423;2166186;11101232,12;14,37862969;2;5,124782507;9,150643151;49461
2004;33063;5;52;8746;3;92663;2344296;12385500,43;15,15789343;2;5,283249398;9,903035167;17798
2005;33063;5;55;8479;3;73746;2057525;11126519,41;17,32511113;2;5,407720154;8,691625304;20529
2006;33063;4;41;6406;2;75916;2214249;12286626,97;18,89543593;2;5,548891281;9,176826766;13608
2007;33063;4;41;6406;2;76206;2043175;11550370,92;17,33869941;2;5,653148125;8,386522785;45786
2008;33063;4;41;6406;2;78615;2166578;12389624,99;17,92291447;2;5,718522476;8,676307106;11327
2009;33063;3;40;6079;2;75906;2253511;13000365,48;19,68292607;1;5,768938106;9,024440155;1946
2010;33063;4;52;7979;3;89534;2440072;14619131,44;17,98172315;1;5,99127052;9,77154482;1945
2011;33063;4;52;7979;3;99202;2522048;15161148,73;16,71755525;1;6,011443371;10,099827;11826
2012;33063;4;52;7979;3;99302;2498869;15019485,08;16,67900136;1;6,010513188;10,00700407;14121
2013;33063;4;52;7979;3;98117;2378547;14430854,65;16,0201441;1;6,06708829;9,525160985;49207
2014;33063;4;52;7979;3;98726;2398258;14443370,09;15,99901641;1;6,02244216;9,604095918;59982
2015;33063;4;52;7979;3;98615;2255295;13990318,74;15,09852861;1;6,203320958;9,031584385;70284
2016;33063;4;52;7979;3;97982;2278440;14196326,6;15,38059417;1;6,230722161;9,12427116;513275
2017;33063;4;52;7979;3;99784;2190229;13886267,27;14,52509272;1;6,34009835;8,771020215;59697
2018;33063;4;52;7979;3;101928;2058953;13155888,66;13,29111366;1;6,389601249;8,245310598;9958
2019;33063;4;52;7979;3;100306;2049558;13351686,03;13,45230095;1;6,514422149;8,207687256;6102
2020;33063;4;52;7979;3;48860;643429;4141128,84;8,627255535;1;6,436030766;2,57668434;861635
